Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2020-01-02,72.87610626220703,94.90049743652344,68.35554504394531,153.9381866455078,28.68400001525879
2020-01-03,72.1676254272461,93.74849700927734,67.99795532226562,152.02139282226562,29.534000396728516
2020-01-06,72.74266052246094,95.14399719238281,69.81037902832031,152.4143829345703,30.1026668548584
2020-01-07,72.40055084228516,95.34300231933594,69.675537109375,151.024658203125,31.270666122436523
2020-01-08,73.56519317626953,94.59850311279297,70.17146301269531,153.4302520751953,32.80933380126953
2020-01-09,75.1277847290039,95.05249786376953,70.90811920166016,155.3470458984375,32.089332580566406
2020-01-10,75.29761505126953,94.15799713134766,71.3660888671875,154.62826538085938,31.876667022705078
2020-01-13,76.90631103515625,94.56500244140625,71.91896057128906,156.48756408691406,34.990665435791016
2020-01-14,75.86784362792969,93.47200012207031,71.44750213623047,155.3853759765625,35.861331939697266
2020-01-15,75.54269409179688,93.10099792480469,71.87750244140625,156.39169311523438,34.56666564941406
2020-01-16,76.48896026611328,93.89700317382812,72.42488098144531,159.25735473632812,34.232666015625
2020-01-17,77.33578491210938,93.23600006103516,73.89119720458984,160.148681640625,34.03333282470703
2020-01-21,76.81167602539062,94.5999984741211,74.02754211425781,159.57362365722656,36.47999954223633
2020-01-22,77.08586120605469,94.37300109863281,74.10844421386719,158.806884765625,37.97066879272461
2020-01-23,77.45710754394531,94.22899627685547,74.14939880371094,159.78445434570312,38.14666748046875
2020-01-24,77.23387908935547,93.08200073242188,73.2244644165039,158.17434692382812,37.654666900634766
2020-01-27,74.9627914428711,91.41699981689453,71.50444030761719,155.5291290283203,37.201332092285156
2020-01-28,77.08343505859375,92.6624984741211,72.44186401367188,158.5768585205078,37.793331146240234
2020-01-29,78.69699096679688,92.9000015258789,72.75150299072266,161.04954528808594,38.732666015625
2020-01-30,78.58294677734375,93.53399658203125,72.62914276123047,165.59234619140625,42.72066879272461
2020-01-31,75.09867858886719,100.43599700927734,71.55687713623047,163.1483917236328,43.371334075927734
2020-02-03,74.89241790771484,100.20999908447266,74.04501342773438,167.1258087158203,52.0
2020-02-04,77.36490631103516,102.4834976196289,72.18765258789062,172.6269989013672,59.137332916259766
2020-02-05,77.99575805664062,101.99349975585938,72.21961212158203,172.41616821289062,48.97999954223633
2020-02-06,78.9080581665039,102.5114974975586,73.71389770507812,175.99099731445312,49.930667877197266
2020-02-07,77.83550262451172,103.96399688720703,73.87071990966797,176.2401580810547,49.871334075927734
2020-02-10,78.20516967773438,106.69550323486328,75.34652709960938,180.8500518798828,51.41866683959961
2020-02-11,77.73333740234375,107.54000091552734,75.41644287109375,176.76731872558594,51.62533187866211
2020-02-12,79.579345703125,108.0,75.8444595336914,177.02606201171875,51.15266799926758
2020-02-13,79.01265716552734,107.49349975585938,75.58275604248047,176.06768798828125,53.599998474121094
2020-02-14,79.0321044921875,106.74349975585938,75.84944915771484,177.63943481445312,53.33533477783203
2020-02-18,77.58499145507812,107.78350067138672,75.8849105834961,179.44122314453125,57.22666549682617
2020-02-19,78.70863342285156,108.51100158691406,76.15609741210938,179.9793701171875,61.16133117675781
2020-02-20,77.90116882324219,107.65499877929688,75.7625503540039,177.23089599609375,59.96066665649414
2020-02-21,76.13786315917969,104.79850006103516,74.08796691894531,171.628173828125,60.06666564941406
2020-02-24,72.52128601074219,100.4645004272461,70.91161346435547,164.22830200195312,55.58599853515625
2020-02-25,70.0648422241211,98.63700103759766,69.23654174804688,161.5182647705078,53.32733154296875
2020-02-26,71.17632293701172,98.97949981689453,69.44380187988281,163.536376953125,51.91999816894531
2020-02-27,66.52365112304688,94.21499633789062,65.67212677001953,152.0137939453125,45.266666412353516
2020-02-28,66.4847412109375,94.1875,66.88573455810547,155.6944580078125,44.53266525268555
2020-03-02,72.67449188232422,97.69750213623047,69.23654174804688,166.05426025390625,49.574668884277344
2020-03-03,70.36643981933594,95.44950103759766,66.809326171875,158.09701538085938,49.70066833496094
2020-03-04,73.6303482055664,98.79149627685547,69.00080871582031,163.901611328125,49.96666717529297
2020-03-05,71.24199676513672,96.20149993896484,65.66263580322266,159.78843688964844,48.30266571044922
2020-03-06,70.29589080810547,95.05449676513672,64.71273040771484,155.27166748046875,46.89866638183594
2020-03-09,64.73605346679688,90.03050231933594,60.71981430053711,144.74851989746094,40.53333282470703
2020-03-10,69.39845275878906,94.59100341796875,63.68540954589844,154.64697265625,43.02199935913086
2020-03-11,66.9881820678711,91.04299926757812,60.475589752197266,147.64114379882812,42.28200149536133
2020-03-12,60.372798919677734,83.83049774169922,55.51378631591797,133.63912963867188,37.369998931884766
2020-03-13,67.6059341430664,89.25,60.64390182495117,152.63844299316406,36.44133377075195
2020-03-16,58.908660888671875,84.4574966430664,53.588497161865234,130.14105224609375,29.67133331298828
2020-03-17,61.498863220214844,90.39199829101562,55.83891296386719,140.8563690185547,28.68000030517578
2020-03-18,59.993385314941406,91.5,54.49695587158203,134.92691040039062,24.08133316040039
2020-03-19,59.53370666503906,94.04650115966797,55.519779205322266,137.1468963623047,28.50933265686035
2020-03-20,55.754173278808594,92.30449676513672,53.34926986694336,131.99578857421875,28.50200080871582
2020-03-23,54.56972885131836,95.1415023803711,52.646080017089844,130.67921447753906,28.952667236328125
2020-03-24,60.04446029663086,97.00499725341797,56.43572998046875,142.55734252929688,33.66666793823242
2020-03-25,59.71369171142578,94.29199981689453,55.01785659790039,141.19273376464844,35.95000076293945
2020-03-26,62.85599899291992,97.77449798583984,58.079341888427734,150.02447509765625,35.21066665649414
2020-03-27,60.253623962402344,95.00499725341797,55.44935989379883,143.8643798828125,34.29066848754883
2020-03-30,61.9731330871582,98.19750213623047,57.249794006347656,153.98390197753906,33.47533416748047
2020-03-31,61.8466682434082,97.48600006103516,58.03089904785156,151.56210327148438,34.93333435058594
2020-04-01,58.59248352050781,95.38500213623047,55.04182815551758,146.18038940429688,32.104000091552734
2020-04-02,59.5701904296875,95.94149780273438,55.7874755859375,149.20762634277344,30.29800033569336
2020-04-03,58.71408462524414,95.32949829101562,54.572364807128906,147.8333740234375,32.000667572021484
